 train         node      observed        predicted
     y          261    0.317805E+001    0.396125E+001
     y           51    0.376120E+001    0.355537E+001
     y          240    0.387120E+001    0.452932E+001
     y          240    0.451086E+001    0.469413E+001
     y          261    0.527300E+001    0.471609E+001
     y          214    0.409434E+001    0.413004E+001
     y          448    0.509987E+001    0.473894E+001
     y          219    0.460517E+001    0.460517E+001
     y          220    0.529330E+001    0.460406E+001
     y          132    0.482831E+001    0.517841E+001
     y           20    0.463473E+001    0.420067E+001
     y          448    0.411087E+001    0.475827E+001
     y          220    0.402535E+001    0.427859E+001
     y          113    0.522575E+001    0.480630E+001
     y          117    0.666568E+001    0.582737E+001
     y           21    0.455388E+001    0.416610E+001
     y           36    0.598896E+001    0.574925E+001
     y          222    0.440672E+001    0.456538E+001
     y          437    0.461512E+001    0.482630E+001
     y          436    0.368888E+001    0.390680E+001
     y          260    0.387120E+001    0.484500E+001
     y          220    0.349651E+001    0.392484E+001
     y           31    0.613773E+001    0.582763E+001
     y           37    0.346574E+001    0.376299E+001
     y          131    0.497673E+001    0.482770E+001
     y          241    0.621461E+001    0.593940E+001
     y           17    0.313549E+001    0.446588E+001
     y          240    0.514166E+001    0.477713E+001
     y          132    0.690776E+001    0.648690E+001
     y          132    0.317805E+001    0.416316E+001
     y          121    0.539363E+001    0.587253E+001
     y          133    0.476217E+001    0.515018E+001
     y          131    0.447734E+001    0.482770E+001
     y          229    0.496981E+001    0.453452E+001
     y          431    0.467283E+001    0.445760E+001
     y          223    0.436945E+001    0.443146E+001
     y          113    0.482831E+001    0.484398E+001
     y           51    0.349651E+001    0.373050E+001
     y           24    0.436945E+001    0.421729E+001
     y          437    0.458497E+001    0.420456E+001
     y          448    0.456435E+001    0.468806E+001
     y          222    0.313549E+001    0.328224E+001
     y          431    0.474493E+001    0.449112E+001
     y           21    0.458497E+001    0.477389E+001
     y          229    0.449981E+001    0.404798E+001
     y          220    0.447734E+001    0.477959E+001
     y          240    0.516479E+001    0.455825E+001
     y          240    0.466344E+001    0.525919E+001
     y          221    0.385015E+001    0.422657E+001
     y           52    0.391202E+001    0.404397E+001
     y          121    0.596358E+001    0.570501E+001
     y          131    0.451086E+001    0.482770E+001
     y          230    0.420469E+001    0.440765E+001
     y           23    0.391202E+001    0.407961E+001
     y          131    0.458497E+001    0.482770E+001
     y          240    0.666696E+001    0.544318E+001
     y          231    0.520401E+001    0.516769E+001
     y          260    0.458497E+001    0.382534E+001
     y          229    0.449981E+001    0.478695E+001
     y          431    0.501064E+001    0.420640E+001
     y           64    0.443082E+001    0.486034E+001
     y          117    0.529832E+001    0.524908E+001
     y          229    0.398898E+001    0.384895E+001
     y          431    0.402535E+001    0.425432E+001
     y          261    0.400733E+001    0.399092E+001
     y          230    0.501064E+001    0.454880E+001
     y          436    0.494164E+001    0.442400E+001
     y          117    0.615060E+001    0.624249E+001
     y          113    0.594280E+001    0.558076E+001
     y          231    0.468213E+001    0.537417E+001
     y          449    0.503044E+001    0.589529E+001
     y          131    0.526786E+001    0.482770E+001
     y          220    0.398898E+001    0.377816E+001
     y          223    0.477068E+001    0.443787E+001
     y           51    0.435671E+001    0.413269E+001
     y          437    0.501064E+001    0.434974E+001
     y          260    0.363759E+001    0.380291E+001
     y           61    0.539363E+001    0.503547E+001
     y          229    0.501064E+001    0.492514E+001
     y          240    0.470953E+001    0.477303E+001
     y           67    0.630810E+001    0.560689E+001
     y          132    0.533754E+001    0.524953E+001
     y          261    0.478749E+001    0.384581E+001
     y           51    0.407754E+001    0.396857E+001
     y          436    0.482831E+001    0.458561E+001
     y          113    0.529832E+001    0.489595E+001
     y          220    0.400733E+001    0.397927E+001
     y          437    0.503044E+001    0.430321E+001
     y          451    0.499721E+001    0.502845E+001
     y           37    0.598896E+001    0.584916E+001
     y          132    0.501728E+001    0.507299E+001
     y          229    0.441884E+001    0.473072E+001
     y          214    0.418965E+001    0.426903E+001
     y           59    0.689163E+001    0.684580E+001
     y          231    0.511199E+001    0.513992E+001
     y           37    0.414313E+001    0.399522E+001
     y          431    0.407754E+001    0.370267E+001
     y           61    0.478749E+001    0.489400E+001
     y          221    0.366356E+001    0.402781E+001
     y          448    0.500395E+001    0.463135E+001
     y          121    0.630810E+001    0.602064E+001
     y          241    0.554518E+001    0.520713E+001
     y          132    0.501064E+001    0.451591E+001
     y           50    0.385015E+001    0.383288E+001
     y          132    0.546383E+001    0.570939E+001
     y           61    0.492725E+001    0.492725E+001
     y          219    0.516479E+001    0.474654E+001
     y          223    0.417439E+001    0.447727E+001
     y           52    0.395124E+001    0.399117E+001
     y          133    0.514166E+001    0.515018E+001
     y          220    0.466344E+001    0.429290E+001
     y          448    0.491998E+001    0.502520E+001
     y          229    0.482831E+001    0.483391E+001
     y           52    0.534233E+001    0.527723E+001
     y          437    0.542935E+001    0.433402E+001
     y          131    0.486753E+001    0.482770E+001
     y          113    0.537528E+001    0.543779E+001
     y           50    0.395124E+001    0.417740E+001
     y          121    0.655820E+001    0.671357E+001
     y          240    0.541165E+001    0.479173E+001
     y          121    0.679122E+001    0.692177E+001
     y          260    0.380666E+001    0.361351E+001
     y          113    0.542053E+001    0.550745E+001
     y          231    0.522036E+001    0.542860E+001
     y           64    0.481218E+001    0.440837E+001
     y          241    0.552146E+001    0.439654E+001
     y          113    0.532301E+001    0.524287E+001
     y          113    0.550939E+001    0.540973E+001
     y          116    0.470953E+001    0.481717E+001
     y          113    0.470048E+001    0.460421E+001
     y           23    0.529832E+001    0.545693E+001
     y          222    0.453260E+001    0.403184E+001
     y          217    0.436945E+001    0.420376E+001
     y          448    0.461512E+001    0.454272E+001
     y          133    0.479579E+001    0.515018E+001
     y          116    0.646614E+001    0.651972E+001
     y          117    0.505625E+001    0.534528E+001
     y          437    0.346574E+001    0.358282E+001
     y          230    0.438203E+001    0.447528E+001
     y          220    0.366356E+001    0.404546E+001
     y          241    0.461512E+001    0.471095E+001
     y          448    0.560580E+001    0.507191E+001
     y          437    0.518739E+001    0.475257E+001
     y          117    0.731322E+001    0.653323E+001
     y          133    0.508760E+001    0.515018E+001
     y           23    0.329584E+001    0.379735E+001
     y          431    0.501064E+001    0.433650E+001
     y          133    0.609582E+001    0.606358E+001
     y          229    0.398898E+001    0.396050E+001
     y          436    0.373767E+001    0.433866E+001
     y          241    0.572685E+001    0.593455E+001
     y          449    0.525227E+001    0.501266E+001
     y           64    0.529330E+001    0.471787E+001
     y          132    0.525750E+001    0.482594E+001
     y          230    0.439445E+001    0.464840E+001
     y          229    0.429046E+001    0.448585E+001
     y          241    0.680239E+001    0.598261E+001
     y          240    0.552146E+001    0.504369E+001
     y          113    0.512990E+001    0.529427E+001
     y          241    0.536598E+001    0.503435E+001
     y          451    0.564897E+001    0.522380E+001
     y          448    0.513580E+001    0.451888E+001
     y          431    0.476217E+001    0.465735E+001
     y           17    0.600141E+001    0.680062E+001
     y          241    0.482831E+001    0.509964E+001
     y           52    0.393183E+001    0.395173E+001
     y           45    0.477912E+001    0.524059E+001
     y          230    0.407754E+001    0.464782E+001
     y           31    0.662007E+001    0.690324E+001
     y          437    0.368888E+001    0.441085E+001
     y          131    0.436945E+001    0.482770E+001
     y          231    0.541610E+001    0.507441E+001
     y          131    0.568698E+001    0.557404E+001
     y          261    0.562040E+001    0.502871E+001
     y           61    0.501064E+001    0.495165E+001
     y          241    0.500395E+001    0.493952E+001
     y          133    0.545104E+001    0.515018E+001
     y          220    0.444265E+001    0.417660E+001
     y           50    0.366356E+001    0.354094E+001
     y          117    0.594542E+001    0.620959E+001
     y          437    0.346574E+001    0.360627E+001
     y          113    0.485981E+001    0.453050E+001
     y          223    0.501064E+001    0.468065E+001
     y          241    0.598896E+001    0.597366E+001
     y           59    0.588610E+001    0.580927E+001
     y          231    0.433073E+001    0.463905E+001
     y          431    0.391202E+001    0.438382E+001
     y           51    0.430407E+001    0.430407E+001
     y          131    0.472739E+001    0.482770E+001
     y          448    0.424850E+001    0.464646E+001
     y          231    0.480402E+001    0.476983E+001
     y          430    0.418965E+001    0.440390E+001
     y           52    0.542935E+001    0.525132E+001
     y          216    0.431749E+001    0.391210E+001
     y           59    0.633505E+001    0.662277E+001
     y          113    0.555296E+001    0.541011E+001
     y          240    0.493447E+001    0.492239E+001
     y           24    0.438203E+001    0.439670E+001
     y          221    0.304452E+001    0.338374E+001
     y          216    0.610925E+001    0.517185E+001
     y          241    0.574939E+001    0.526840E+001
     y          219    0.478749E+001    0.485168E+001
     y          222    0.340120E+001    0.350098E+001
     y           17    0.600881E+001    0.590954E+001
     y          451    0.461512E+001    0.503851E+001
     y           61    0.503044E+001    0.484810E+001
     y           59    0.551745E+001    0.573345E+001
     y          230    0.445435E+001    0.466516E+001
     y          231    0.496981E+001    0.481228E+001
     y          431    0.441884E+001    0.433036E+001
     y          261    0.477912E+001    0.502871E+001
     y           61    0.512990E+001    0.493856E+001
     y          260    0.452179E+001    0.462756E+001
     y          133    0.524702E+001    0.515018E+001
     y          113    0.459512E+001    0.465294E+001
     y          261    0.469135E+001    0.477324E+001
     y          113    0.470048E+001    0.493879E+001
     y          113    0.529832E+001    0.521845E+001
     y          231    0.514166E+001    0.522475E+001
     y          231    0.531812E+001    0.520809E+001
     y          448    0.391202E+001    0.445892E+001
     y          223    0.400733E+001    0.431740E+001
     y          217    0.368888E+001    0.365630E+001
     y          221    0.417439E+001    0.409963E+001
     y          131    0.456435E+001    0.482770E+001
     y          240    0.476217E+001    0.472813E+001
     y          113    0.539363E+001    0.523604E+001
     y          436    0.424850E+001    0.412196E+001
     y          117    0.559471E+001    0.541394E+001
     y          437    0.460517E+001    0.465975E+001
     y          437    0.518178E+001    0.512298E+001
     y           64    0.317805E+001    0.316875E+001
     y           61    0.552146E+001    0.528546E+001
     y           45    0.556068E+001    0.562742E+001
     y          113    0.541165E+001    0.547274E+001
     y           61    0.466344E+001    0.489527E+001
     y          121    0.579606E+001    0.598327E+001
     y          437    0.448864E+001    0.475809E+001
     y          223    0.397029E+001    0.443648E+001
     y          132    0.474493E+001    0.474796E+001
     y          261    0.438203E+001    0.483981E+001
     y          133    0.531321E+001    0.507830E+001
     y          229    0.477912E+001    0.503395E+001
     y          132    0.498361E+001    0.477658E+001
     y           44    0.363759E+001    0.383149E+001
     y          231    0.542935E+001    0.530088E+001
     y          449    0.376120E+001    0.397870E+001
     y          231    0.541610E+001    0.478614E+001
     y          133    0.506260E+001    0.490427E+001
     y          223    0.457471E+001    0.448476E+001
     y          113    0.462497E+001    0.466697E+001
     y           52    0.514166E+001    0.473367E+001
     y          241    0.464439E+001    0.444090E+001
     y          131    0.479579E+001    0.482770E+001
     y          113    0.511199E+001    0.492574E+001
     y           21    0.493447E+001    0.518345E+001
     y           24    0.355535E+001    0.364745E+001
     y          131    0.506260E+001    0.482770E+001
     y          448    0.476217E+001    0.516335E+001
     y           59    0.551745E+001    0.544870E+001
     y          223    0.495583E+001    0.450928E+001
     y          260    0.431749E+001    0.394737E+001
     y          230    0.313549E+001    0.329204E+001
     y          431    0.358352E+001    0.419277E+001
     y          228    0.438203E+001    0.433956E+001
     y          220    0.494876E+001    0.423103E+001
     y          220    0.479579E+001    0.468097E+001
     y          431    0.378419E+001    0.349242E+001
     y          113    0.459512E+001    0.450036E+001
     y           64    0.431749E+001    0.420096E+001
     y          449    0.438203E+001    0.517494E+001
     y          231    0.391202E+001    0.517951E+001
     y          223    0.488280E+001    0.451412E+001
     y          222    0.488280E+001    0.443778E+001
     y          437    0.460517E+001    0.477738E+001
     y          230    0.429046E+001    0.456177E+001
     y          223    0.491265E+001    0.442021E+001
     y          220    0.409434E+001    0.424168E+001
     y          220    0.412713E+001    0.454613E+001
     y          223    0.395124E+001    0.444280E+001
     y           23    0.438203E+001    0.424807E+001
     y          221    0.448864E+001    0.461258E+001
     y          436    0.470048E+001    0.421400E+001
     y          231    0.512396E+001    0.531039E+001
     y          229    0.395124E+001    0.387699E+001
     y          240    0.487520E+001    0.504305E+001
     y           52    0.400733E+001    0.403183E+001
     y          436    0.294444E+001    0.388188E+001
     y          223    0.423411E+001    0.400475E+001
     y          436    0.395124E+001    0.413730E+001
     y          220    0.489035E+001    0.472831E+001
     y          229    0.406044E+001    0.434869E+001
     y          431    0.429046E+001    0.417367E+001
     y          430    0.346574E+001    0.351374E+001
     y           51    0.329584E+001    0.344832E+001
     y          131    0.504343E+001    0.482770E+001
     y           50    0.355535E+001    0.321974E+001
     y          230    0.449981E+001    0.477766E+001
     y          220    0.520401E+001    0.414877E+001
     y          437    0.481218E+001    0.472399E+001
     y          113    0.566643E+001    0.518016E+001
     y          241    0.441884E+001    0.447504E+001
     y          437    0.516479E+001    0.465943E+001
     y          223    0.449981E+001    0.457311E+001
     y           51    0.321888E+001    0.336024E+001
     y          132    0.488280E+001    0.456332E+001
     y           45    0.510595E+001    0.510595E+001
     y           64    0.514166E+001    0.473146E+001
     y          260    0.402535E+001    0.361351E+001
     y          229    0.407754E+001    0.442135E+001
     y          228    0.468213E+001    0.488879E+001
     y          217    0.400733E+001    0.420027E+001
     y          113    0.521494E+001    0.560419E+001
     y          230    0.462497E+001    0.464269E+001
     y           52    0.400733E+001    0.400142E+001
     y          229    0.529832E+001    0.526026E+001
     y          216    0.444265E+001    0.439895E+001
     y          241    0.510595E+001    0.434615E+001
     y           19    0.575890E+001    0.572003E+001
     y          132    0.568698E+001    0.531471E+001
     y          220    0.436945E+001    0.445127E+001
     y          113    0.598141E+001    0.530662E+001
     y           50    0.417439E+001    0.403110E+001
     y          230    0.520949E+001    0.486659E+001
     y           44    0.352636E+001    0.367586E+001
     y          230    0.459512E+001    0.465164E+001
     y           51    0.358352E+001    0.362598E+001
     y          113    0.441884E+001    0.487967E+001
     y          216    0.444265E+001    0.455292E+001
     y           52    0.407754E+001    0.401864E+001
     y          437    0.531812E+001    0.480356E+001
     y          437    0.529832E+001    0.455226E+001
     y          231    0.533272E+001    0.540699E+001
     y          221    0.417439E+001    0.377848E+001
     y          220    0.470048E+001    0.454637E+001
     y          240    0.518739E+001    0.510691E+001
     y          113    0.504986E+001    0.494274E+001
     y           36    0.340120E+001    0.368383E+001
     y          260    0.436945E+001    0.381211E+001
     y           61    0.613340E+001    0.580248E+001
     y          121    0.561677E+001    0.616932E+001
     y          241    0.523644E+001    0.532887E+001
     y          229    0.400733E+001    0.424112E+001
     y          132    0.519296E+001    0.479190E+001
     y          240    0.492725E+001    0.487563E+001
     y           61    0.529832E+001    0.523883E+001
     y          131    0.464439E+001    0.482770E+001
     y          220    0.304452E+001    0.398514E+001
     y          240    0.495583E+001    0.506453E+001
     y          229    0.439445E+001    0.455860E+001
     y          448    0.510595E+001    0.496973E+001
     y           45    0.554908E+001    0.575168E+001
     y           61    0.597889E+001    0.591437E+001
     y          436    0.421951E+001    0.441943E+001
     y           51    0.366356E+001    0.404553E+001
     y          228    0.489784E+001    0.505857E+001
     y          131    0.526269E+001    0.482770E+001
     y          117    0.529832E+001    0.570115E+001
     y          240    0.467283E+001    0.494181E+001
     y          132    0.423411E+001    0.451362E+001
     y           45    0.500395E+001    0.500944E+001
     y          229    0.512990E+001    0.484275E+001
     y          216    0.444265E+001    0.451806E+001
     y          260    0.411087E+001    0.460885E+001
     y          231    0.523644E+001    0.505940E+001
     y          451    0.500395E+001    0.478690E+001
     y           51    0.313549E+001    0.351655E+001
     y          241    0.581114E+001    0.568911E+001
     y          223    0.400733E+001    0.432916E+001
     y          132    0.563479E+001    0.588182E+001
     y          448    0.430407E+001    0.474071E+001
     y          231    0.492725E+001    0.459810E+001
     y           24    0.460517E+001    0.432118E+001
     y          260    0.431749E+001    0.452885E+001
     y          431    0.407754E+001    0.385058E+001
     y           61    0.467283E+001    0.476785E+001
     y           31    0.576519E+001    0.626035E+001
     y          132    0.491265E+001    0.470518E+001
     y          222    0.465396E+001    0.443434E+001
     y          231    0.483628E+001    0.476501E+001
     y          113    0.474493E+001    0.479982E+001
     y           52    0.398898E+001    0.391388E+001
     y           24    0.355535E+001    0.371811E+001
     y          113    0.512990E+001    0.518202E+001
     y          131    0.477912E+001    0.482770E+001
     y          132    0.506890E+001    0.473688E+001
     y           61    0.476217E+001    0.559375E+001
     y          231    0.493447E+001    0.541601E+001
     y          241    0.436945E+001    0.495407E+001
     y          113    0.444265E+001    0.442060E+001
     y          131    0.496284E+001    0.482770E+001
     y          240    0.529832E+001    0.501310E+001
     y           23    0.333220E+001    0.341074E+001
     y           52    0.398898E+001    0.401113E+001
     y          132    0.431749E+001    0.477362E+001
     y          220    0.387120E+001    0.407340E+001
     y          222    0.346574E+001    0.422431E+001
     y          220    0.460517E+001    0.439442E+001
     y          131    0.530330E+001    0.482770E+001
     y          241    0.469135E+001    0.482357E+001
     y          220    0.480402E+001    0.496776E+001
     y          231    0.494876E+001    0.522826E+001
     y          437    0.485203E+001    0.476705E+001
     y          260    0.460517E+001    0.407410E+001
     y          231    0.482831E+001    0.518050E+001
     y           23    0.533754E+001    0.412345E+001
     y          113    0.373767E+001    0.450963E+001
     y          219    0.385015E+001    0.385015E+001
     y          132    0.387120E+001    0.442284E+001
     y          132    0.539363E+001    0.505416E+001
     y          431    0.441884E+001    0.444608E+001
     y          437    0.519296E+001    0.479219E+001
     y          241    0.457471E+001    0.463283E+001
     y          230    0.439445E+001    0.457152E+001
     y          437    0.509375E+001    0.504456E+001
     y          260    0.309104E+001    0.356809E+001
     y          220    0.409434E+001    0.447732E+001
     y          436    0.539363E+001    0.477351E+001
     y           50    0.424850E+001    0.415820E+001
     y          117    0.536598E+001    0.554673E+001
     y          117    0.581413E+001    0.603752E+001
     y          113    0.570044E+001    0.505116E+001
     y          450    0.426268E+001    0.423806E+001
     y           17    0.447734E+001    0.477780E+001
     y          241    0.537528E+001    0.570395E+001
     y          431    0.421951E+001    0.431427E+001
     y          260    0.363759E+001    0.378294E+001
     y          448    0.451086E+001    0.495639E+001
     y           21    0.578996E+001    0.583299E+001
     y          113    0.621461E+001    0.599091E+001
     y          240    0.569373E+001    0.508010E+001
     y          229    0.397029E+001    0.397014E+001
     y          261    0.504986E+001    0.471609E+001
     y          113    0.551745E+001    0.560902E+001
     y          229    0.391202E+001    0.405962E+001
     y           50    0.430407E+001    0.419117E+001
     y          450    0.404305E+001    0.410795E+001
     y          131    0.456435E+001    0.482770E+001
     y          223    0.470953E+001    0.431544E+001
     y          223    0.477912E+001    0.462207E+001
     y          431    0.502388E+001    0.469843E+001
     y          431    0.418965E+001    0.411661E+001
     y          117    0.564545E+001    0.562211E+001
     y          223    0.470953E+001    0.459448E+001
     y          113    0.541610E+001    0.481459E+001
     y          448    0.546806E+001    0.532724E+001
     y           19    0.502388E+001    0.528172E+001
     y          113    0.568698E+001    0.524819E+001
     y           17    0.325810E+001    0.337250E+001
     y          240    0.478749E+001    0.490067E+001
     y          448    0.552146E+001    0.494178E+001
     y          223    0.414313E+001    0.461234E+001
     y          437    0.472739E+001    0.458460E+001
     y          436    0.407754E+001    0.469852E+001
     y           31    0.700307E+001    0.725650E+001
     y           61    0.547646E+001    0.517771E+001
     y          131    0.495583E+001    0.482770E+001
     y           44    0.340120E+001    0.423131E+001
     y          240    0.529832E+001    0.530044E+001
     y          229    0.460517E+001    0.450555E+001
     y           20    0.431749E+001    0.387448E+001
     y          437    0.506890E+001    0.463859E+001
     y          131    0.466344E+001    0.482770E+001
     y           52    0.398898E+001    0.403272E+001
     y          231    0.491998E+001    0.524958E+001
     y           20    0.387120E+001    0.427989E+001
     y           17    0.447734E+001    0.422099E+001
     y          229    0.491998E+001    0.479735E+001
     y          117    0.501064E+001    0.578065E+001
     y          223    0.407754E+001    0.406878E+001
     y           64    0.449981E+001    0.425726E+001
     y          431    0.340120E+001    0.395569E+001
     y          231    0.503044E+001    0.547260E+001
     y          231    0.512990E+001    0.508520E+001
     y          220    0.402535E+001    0.414446E+001
     y           51    0.431749E+001    0.418742E+001
     y          230    0.436945E+001    0.456646E+001
     y          431    0.385015E+001    0.396840E+001
     y          117    0.605209E+001    0.614021E+001
     y           52    0.510595E+001    0.401429E+001
     y          448    0.513580E+001    0.523717E+001
     y          106    0.427667E+001    0.458255E+001
     y          131    0.502388E+001    0.482770E+001
     y          220    0.469135E+001    0.434499E+001
     y          132    0.530827E+001    0.517008E+001
     y           23    0.346574E+001    0.495688E+001
     y           51    0.304452E+001    0.311809E+001
     y          113    0.459512E+001    0.496262E+001
     y          448    0.497673E+001    0.460269E+001
     y           24    0.387120E+001    0.385310E+001
     y          260    0.518178E+001    0.473787E+001
     y          436    0.304452E+001    0.363462E+001
     y          223    0.465396E+001    0.467444E+001
     y          230    0.536598E+001    0.486217E+001
     y          113    0.474493E+001    0.473419E+001
     y           17    0.418965E+001    0.378181E+001
     y          261    0.469135E+001    0.477902E+001
     y          132    0.597889E+001    0.530552E+001
     y          231    0.563121E+001    0.514393E+001
     y          131    0.502388E+001    0.482770E+001
     y          220    0.447734E+001    0.491691E+001
     y          240    0.493447E+001    0.503723E+001
     y           17    0.524175E+001    0.544386E+001
     y          231    0.551745E+001    0.504921E+001
     y          220    0.484419E+001    0.459468E+001
     y          131    0.451086E+001    0.482770E+001
     y          261    0.527300E+001    0.471609E+001
     y          450    0.585793E+001    0.591631E+001
     y          113    0.448864E+001    0.503285E+001
     y          231    0.517615E+001    0.481710E+001
     y          231    0.562040E+001    0.514463E+001
     y           61    0.457471E+001    0.484318E+001
     y           45    0.460517E+001    0.502571E+001
     y          261    0.474493E+001    0.502871E+001
     y          113    0.395124E+001    0.459320E+001
     y           45    0.431749E+001    0.444578E+001
     y          132    0.429046E+001    0.459416E+001
     y           64    0.557215E+001    0.506178E+001
     y           52    0.431749E+001    0.413209E+001
     y          228    0.460517E+001    0.460517E+001
     y          241    0.474493E+001    0.488403E+001
     y          219    0.504343E+001    0.486967E+001
     y          131    0.496981E+001    0.482770E+001
     y          131    0.455388E+001    0.482770E+001
     y          261    0.460517E+001    0.472187E+001
     y          131    0.499043E+001    0.482770E+001
     y          240    0.445435E+001    0.502515E+001
     y          240    0.474493E+001    0.533687E+001
     y          220    0.466344E+001    0.428998E+001
     y          448    0.448864E+001    0.501849E+001
     y          229    0.395124E+001    0.432990E+001
     y          230    0.490527E+001    0.465158E+001
     y          449    0.470953E+001    0.503308E+001
     y          132    0.627852E+001    0.538579E+001
     y          223    0.458497E+001    0.462827E+001
     y          437    0.473620E+001    0.466563E+001
     y          131    0.553733E+001    0.482770E+001
     y          230    0.570378E+001    0.552144E+001
     y          431    0.400733E+001    0.426995E+001
     y           61    0.539363E+001    0.490692E+001
     y          231    0.485981E+001    0.488213E+001
     y          131    0.485981E+001    0.510029E+001
     y          220    0.507517E+001    0.462069E+001
     y          132    0.473620E+001    0.443111E+001
     y          132    0.579909E+001    0.545208E+001
     y          240    0.380666E+001    0.505869E+001
     y          431    0.449981E+001    0.434278E+001
     y           61    0.576832E+001    0.517044E+001
     y           31    0.606611E+001    0.631373E+001
     y          113    0.513580E+001    0.527399E+001
     y          228    0.534233E+001    0.534233E+001
     y          217    0.470048E+001    0.430914E+001
     y           61    0.490527E+001    0.501968E+001
     y          106    0.380666E+001    0.454495E+001
     y          113    0.513580E+001    0.512462E+001
     y          131    0.504343E+001    0.482770E+001
     y          240    0.455388E+001    0.454336E+001
     y          229    0.544242E+001    0.453459E+001
     y          261    0.380666E+001    0.354261E+001
     y           52    0.398898E+001    0.394184E+001
     y          223    0.434381E+001    0.436850E+001
     y           44    0.568017E+001    0.492257E+001
     y          451    0.520401E+001    0.503354E+001
     y          240    0.474493E+001    0.496368E+001
     y          436    0.458497E+001    0.464621E+001
     y          113    0.506260E+001    0.523423E+001
     y          220    0.482831E+001    0.456051E+001
     y          231    0.513580E+001    0.506466E+001
     y          133    0.516479E+001    0.428005E+001
     y           52    0.397029E+001    0.459280E+001
     y          448    0.518178E+001    0.471987E+001
     y           24    0.444265E+001    0.443717E+001
     y           59    0.529832E+001    0.606135E+001
     y           59    0.610032E+001    0.601489E+001
     y          113    0.510595E+001    0.520334E+001
     y          260    0.438203E+001    0.512011E+001
     y          431    0.407754E+001    0.412047E+001
     y          431    0.465396E+001    0.435832E+001
     y          223    0.434381E+001    0.444021E+001
     y          214    0.395124E+001    0.410977E+001
     y          113    0.547227E+001    0.537909E+001
     y          231    0.500395E+001    0.527624E+001
     y           23    0.478749E+001    0.475778E+001
     y          216    0.478749E+001    0.460154E+001
     y           19    0.570378E+001    0.556918E+001
     y           45    0.496284E+001    0.493315E+001
     y          230    0.466344E+001    0.455365E+001
     y          241    0.642162E+001    0.562882E+001
     y          261    0.460517E+001    0.502871E+001
     y          229    0.434381E+001    0.467551E+001
     y          448    0.561313E+001    0.493554E+001
     y          117    0.589715E+001    0.593480E+001
     y          117    0.663988E+001    0.636818E+001
     y           50    0.400733E+001    0.396232E+001
     y           51    0.343399E+001    0.366227E+001
     y          113    0.441884E+001    0.486606E+001
     y          229    0.404305E+001    0.419934E+001
     y          437    0.470048E+001    0.453074E+001
     y          231    0.482028E+001    0.514322E+001
     y          221    0.389182E+001    0.406163E+001
     y          113    0.485981E+001    0.521689E+001
     y           45    0.642162E+001    0.653274E+001
     y          221    0.380666E+001    0.380644E+001
     y          448    0.500395E+001    0.505241E+001
     y          220    0.421951E+001    0.454266E+001
     y          220    0.378419E+001    0.425293E+001
     y          117    0.569373E+001    0.638356E+001
     y          231    0.492725E+001    0.455964E+001
     y           61    0.480402E+001    0.523631E+001
     y           52    0.490527E+001    0.451920E+001
     y          132    0.548894E+001    0.545208E+001
     y           61    0.600141E+001    0.589339E+001
     y          231    0.406044E+001    0.434054E+001
     y          437    0.398898E+001    0.391487E+001
     y          223    0.448864E+001    0.453056E+001
     y           51    0.343399E+001    0.364107E+001
     y          223    0.511199E+001    0.477138E+001
     y          113    0.590808E+001    0.538588E+001
     y          116    0.515329E+001    0.513316E+001
     y          231    0.504986E+001    0.490339E+001
     y          231    0.585793E+001    0.531018E+001
     y          132    0.431749E+001    0.480375E+001
     y           20    0.458497E+001    0.420067E+001
     y          219    0.501064E+001    0.524137E+001
     y           24    0.352636E+001    0.366790E+001
     y           61    0.435671E+001    0.492296E+001
     y          132    0.494876E+001    0.509944E+001
     y          260    0.541165E+001    0.455825E+001
     y          113    0.431749E+001    0.438105E+001
     y           17    0.309104E+001    0.371514E+001
     y          113    0.439445E+001    0.475421E+001
     y          223    0.457471E+001    0.470926E+001
     y          113    0.499721E+001    0.492804E+001
     y          431    0.481218E+001    0.471343E+001
     y          230    0.454329E+001    0.489001E+001
     y          230    0.482831E+001    0.488089E+001
     y          131    0.518178E+001    0.482770E+001
     y          229    0.393183E+001    0.443229E+001
     y          132    0.529832E+001    0.463720E+001
     y          260    0.490527E+001    0.455095E+001
     y          229    0.412713E+001    0.474505E+001
     y          448    0.529832E+001    0.498561E+001
     y          230    0.489784E+001    0.466843E+001
     y          221    0.427667E+001    0.399171E+001
     y          220    0.516479E+001    0.444187E+001
     y          230    0.466344E+001    0.452955E+001
     y          220    0.421951E+001    0.411629E+001
     y          117    0.522036E+001    0.551074E+001
     y          230    0.496284E+001    0.460180E+001
     y          436    0.464439E+001    0.454433E+001
     y           45    0.621461E+001    0.491322E+001
     y          221    0.423411E+001    0.441210E+001
     y          448    0.506260E+001    0.492722E+001
     y          113    0.536129E+001    0.531271E+001
     y           52    0.424850E+001    0.447667E+001
     y           52    0.409434E+001    0.414740E+001
     y          450    0.611810E+001    0.573402E+001
     y          121    0.529832E+001    0.569345E+001
     y           59    0.524175E+001    0.534973E+001
     y          431    0.404305E+001    0.410747E+001
     y          437    0.438203E+001    0.461914E+001
     y          437    0.493447E+001    0.478381E+001
     y          113    0.470953E+001    0.498881E+001
     y          241    0.533272E+001    0.572178E+001
     y           31    0.639693E+001    0.638565E+001
     y          230    0.387120E+001    0.487529E+001
